2020-06-12 02:45:49Z, 8b3f5b2, 260883, 281875, 288545, 252385, 276377, 262669, 287228, 283245, 287596, 273446, 275424.9
2020-06-12 03:32:09Z, 524843f, 239546, 259934, 223672, 177084, 198143, 253360, 234860, 253728, 258524, 261882, 236073.3
2020-06-12 15:38:26Z, b928444, 241793, 254591, 198945, 257340, 276474, 269695, 184025, 256878, 255584, 208547, 240387.2
2020-06-12 19:27:09Z, c129642, 285300, 285456, 286287, 284372, 286705, 271230, 284166, 270251, 274736, 292734, 282123.7
2020-06-12 19:59:13Z, 5c07092, 282330, 259035, 308465, 282889, 302067, 285249, 336801, 325442, 279421, 293883, 295558.2
