2020-06-10 18:07:58Z, 2bf91b3, 475984.5
2020-06-12 02:46:31Z, 8b3f5b2, 1128760, 1111316, 851340, 1297094, 781169, 869313, 989155, 1000636, 913942, 894348 983707.3
2020-06-12 03:33:23Z, 524843f, 1700492, 1211405, 1266269, 1390914, 1299633, 1343034, 1348765, 1334810, 1245182, 1324536 1346504
